OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	taxonomy
OTU1094	0	0	3	0	0	0	0	0	0	0	0	0	13%|Microstroma_juglandis|SH205711.06FUk_Fungi;p_Basidiomycota;c_Exobasidiomycetes;o_Microstromatales;f_Microstromataceae;g_Microstroma
OTU1095	0	0	0	0	3	0	0	0	0	0	0	0	89%|Basidiomycota_sp|SH198479.06FUk_Fungi;p_Basidiomycota;c_Basidiomycota_unidentified;o_Basidiomycota_unidentified_1;f_Basidiomycota_unidentified_1;g_Basidiomycota_unidentified_1_1
OTU1096	0	0	0	4	0	0	0	0	0	0	0	0	39%|Ramaria_sp_5_RG_2012|SH199234.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Gomphales;f_Gomphaceae;g_Ramaria
OTU1097	0	0	0	3	0	0	0	0	0	0	0	1	99%|Pseudeurotium_sp|SH209207.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Incertae_sedis_8;f_Pseudeurotiaceae;g_Pseudeurotium
OTU1098	1	0	3	0	0	0	0	1	0	0	0	0	10%|Phymatotrichopsis_omnivora|SH207548.06FUk_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Rhizinaceae;g_Phymatotrichopsis
OTU1099	3	0	1	0	0	0	0	0	0	0	0	0	100%|Choanephora_cucurbitarum|SH218423.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Mucorales;f_Choanephoraceae;g_Choanephora
OTU1100	0	0	0	0	0	0	0	0	0	0	0	4	7%|Sordariomycetes_sp|SH237144.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariomycetes_unidentified;f_Sordariomycetes_unidentified_1;g_Sordariomycetes_unidentified_1
OTU1101	0	0	0	0	0	0	3	0	0	0	0	0	95%|Basidiobolus_heterosporus|SH199321.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Basidiobolales;f_Basidiobolaceae;g_Basidiobolus
OTU1102	0	0	0	0	0	0	0	3	0	0	0	0	8%|Tremellales_sp|SH229402.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Tremellales_unidentified;g_Tremellales_unidentified_1
OTU1103	0	0	0	0	0	0	0	2	1	0	0	0	91%|Fungi_sp|SH236465.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU1104	0	3	1	0	0	0	0	0	0	0	0	0	10%|Chytridiomycota_sp|SH236624.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycota_unidentified;o_Chytridiomycota_unidentified_1;f_Chytridiomycota_unidentified_1;g_Chytridiomycota_unidentified_1_1
OTU1105	0	0	2	0	0	0	0	0	1	0	0	0	1%|Sebacinaceae_sp|SH231697.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinaceae;g_Sebacinaceae_unidentified
OTU1106	19	24	70	687	525	218	2	6	6	261	285	492	17%|Ophiocordyceps_rubiginosiperitheciata|SH227646.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Ophiocordycipitaceae;g_Ophiocordyceps
OTU1107	0	1	7	0	2	0	0	0	0	0	0	0	100%|Gymnopilus_aeruginosus|SH199461.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Strophariaceae;g_Gymnopilus
OTU1108	0	0	0	0	0	0	0	0	0	4	0	0	100%|Amphisphaeriaceae_sp|SH211286.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Amphisphaeriaceae;g_Amphisphaeriaceae_unidentified
OTU1109	0	0	0	0	0	0	0	0	0	0	3	0	99%|Basidiomycota_sp|SH198479.06FUk_Fungi;p_Basidiomycota;c_Basidiomycota_unidentified;o_Basidiomycota_unidentified_1;f_Basidiomycota_unidentified_1;g_Basidiomycota_unidentified_1_1
OTU1110	0	0	0	0	0	0	0	0	0	3	1	0	3%|Acaulosporaceae_sp|SH195299.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Diversisporales;f_Acaulosporaceae;g_Acaulosporaceae_unidentified
OTU1111	3	0	0	0	0	0	0	0	0	0	0	0	20%|Elaphocordyceps_sp_20124794d|SH197962.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Ophiocordycipitaceae;g_Elaphocordyceps
OTU1112	3	0	0	0	0	0	0	0	0	0	0	0	22%|Helotiales_sp|SH209199.06FUk_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiales_unidentified;g_Helotiales_unidentified_1
OTU1113	3	0	0	0	0	0	0	0	0	0	0	0	100%|Clonostachys_sp|SH236640.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Bionectriaceae;g_Clonostachys
OTU1114	0	2	0	0	0	0	0	1	0	0	0	0	1%|Pulchromyces_fimicola|SH227367.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pulchromyces
OTU1115	3	0	0	0	0	0	0	0	0	0	0	0	22%|Retroconis_fusiformis|SH234970.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Retroconis
OTU1116	0	0	3	0	0	0	0	0	0	0	0	0	13%|Tremellales_sp|SH229402.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Tremellales_unidentified;g_Tremellales_unidentified_1
OTU1117	0	0	0	0	0	0	0	0	0	3	0	0	12%|Septoglomus_fuscum|SH228098.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales;f_Glomeraceae;g_Septoglomus
OTU1118	0	0	0	0	0	0	0	0	0	0	3	0	87%|Russulales_sp|SH234592.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Russulales;f_Russulales_unidentified;g_Russulales_unidentified_1
OTU1119	0	0	3	0	0	0	1	0	0	0	0	0	77%|Coprinopsis_cinerea|SH208469.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Psathyrellaceae;g_Coprinopsis
OTU1120	0	0	0	0	0	0	3	0	0	0	0	0	13%|Diversisporaceae_sp|SH200230.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Diversisporales;f_Diversisporaceae;g_Diversisporaceae_unidentified
OTU1121	0	0	0	0	0	3	0	0	0	0	0	0	38%|Ascomycota_sp|SH209335.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU1122	0	0	0	0	0	3	0	0	0	0	0	0	99%|Cylindrocarpon_sp|SH232149.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae;g_Cylindrocarpon
OTU1123	0	0	2	0	0	0	1	0	1	0	0	0	9%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU1124	0	0	1	0	0	0	0	2	0	0	0	0	8%|Glomeraceae_sp|SH210026.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales;f_Glomeraceae;g_Glomeraceae_unidentified
OTU1125	0	2	0	0	0	0	0	0	1	0	0	0	5%|Fungi_sp|SH235187.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU1126	0	0	0	0	0	0	0	4	0	0	0	0	88%|Phialosimplex_chlamydosporus|SH213237.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Phialosimplex
OTU1127	0	0	0	0	0	0	0	0	0	3	0	0	35%|Fungi_sp|SH235187.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU1128	1	2	1	0	0	0	0	0	0	0	0	0	14%|Schizosaccharomyces_cryophilus|SH239688.06FUk_Fungi;p_Ascomycota;c_Schizosaccharomycetes;o_Schizosaccharomycetales;f_Schizosaccharomycetaceae;g_Schizosaccharomyces
OTU1129	3	0	0	0	0	0	0	0	0	0	0	0	6%|Pichia_norvegensis|SH223347.06FUk_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Pichiaceae;g_Pichia
OTU1130	0	0	0	0	0	0	0	0	3	0	0	0	74%|Paecilomyces_marquandii|SH228960.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Paecilomyces
OTU1131	0	0	0	0	0	0	0	0	3	0	0	0	99%|Sordariomycetes_sp|SH237077.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariomycetes_unidentified;f_Sordariomycetes_unidentified_1;g_Sordariomycetes_unidentified_1
OTU1132	0	0	0	0	0	0	0	2	3	0	0	0	3%|Sporormiella_sp|SH190508.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Sporormiaceae;g_Sporormiella
OTU1133	0	0	0	4	0	0	0	0	0	0	0	0	100%|Mycena_albidolilacea|SH194136.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Mycenaceae;g_Mycena
OTU1134	0	0	0	3	0	0	0	0	0	0	0	0	66%|Sordariomycetes_sp|SH222044.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariomycetes_unidentified;f_Sordariomycetes_unidentified_1;g_Sordariomycetes_unidentified_1
OTU1135	0	0	0	0	0	0	5	2	0	0	0	0	22%|Mortierellales_sp|SH206661.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Mortierellales;f_Mortierellales_unidentified;g_Mortierellales_unidentified_1
OTU1136	0	0	0	0	0	0	2	1	0	0	0	0	42%|Trichocomaceae_sp|SH199402.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Trichocomaceae_unidentified
OTU1137	0	0	0	0	3	0	0	0	0	0	0	0	6%|Cladoriella_eucalypti|SH233933.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Incertae_sedis_8;f_Incertae_sedis_19;g_Cladoriella
OTU1138	0	0	0	0	0	0	1	3	0	0	0	0	54%|Chaetothyriales_sp|SH232791.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Chaetothyriales_unidentified;g_Chaetothyriales_unidentified_1
OTU1139	3	0	0	0	0	0	0	0	0	0	0	0	89%|Lactifluus_bertillonii|SH192674.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Russulales;f_Russulaceae;g_Lactifluus
OTU1140	0	0	0	0	0	0	0	0	0	0	3	0	25%|Rhizoctonia_sp|SH215363.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Cantharellales;f_Ceratobasidiaceae;g_Rhizoctonia
OTU1141	0	0	0	0	0	0	1	0	0	0	3	0	78%|Coprinopsis_sp|SH236620.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Psathyrellaceae;g_Coprinopsis
OTU1142	1	3	2	0	0	0	0	0	0	0	0	0	5%|Pulchromyces_fimicola|SH227367.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pulchromyces
OTU1143	0	0	0	0	0	0	0	1	2	0	0	0	6%|Teratosphaeria_toledana|SH223525.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_Teratosphaeriaceae;g_Teratosphaeria
OTU1144	0	0	0	0	0	0	0	3	0	0	0	0	70%|Ganoderma_australe|SH232521.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Ganodermataceae;g_Ganoderma
OTU1145	0	0	0	0	0	0	0	2	1	0	0	0	7%|Pseudozyma_fusiformata|SH237212.06FUk_Fungi;p_Basidiomycota;c_Ustilaginomycetes;o_Ustilaginales;f_Ustilaginaceae;g_Pseudozyma
OTU1146	0	0	0	0	0	0	0	3	0	0	0	0	56%|Penicillium_simplicissimum|SH201064.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Penicillium
OTU1147	0	0	0	0	0	0	0	0	0	0	3	0	7%|Basidiomycota_sp|SH217991.06FUk_Fungi;p_Basidiomycota;c_Basidiomycota_unidentified;o_Basidiomycota_unidentified_1;f_Basidiomycota_unidentified_1;g_Basidiomycota_unidentified_1_1
OTU1148	0	0	0	0	0	0	0	0	0	3	0	0	4%|Olpidium_bornovanus|SH229162.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Olpidiales;f_Olpidiaceae;g_Olpidium
OTU1149	0	0	0	0	0	0	1	1	1	0	0	1	1%|Rhodotorula_lamellibrachiae|SH227552.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Sporidiobolales;f_Incertae_sedis_25;g_Rhodotorula
OTU1150	0	0	0	0	0	0	0	0	0	0	4	0	100%|Agaricomycetes_sp|SH234602.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricomycetes_unidentified;f_Agaricomycetes_unidentified_1;g_Agaricomycetes_unidentified_1
OTU1151	0	0	0	0	0	0	2	0	3	0	0	0	6%|Chytridiomycota_sp|SH236624.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycota_unidentified;o_Chytridiomycota_unidentified_1;f_Chytridiomycota_unidentified_1;g_Chytridiomycota_unidentified_1_1
OTU1152	0	0	0	0	0	0	0	0	4	0	0	0	100%|Periconia_sp_CY198|SH197553.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Incertae_sedis_13;g_Periconia
OTU1153	0	0	0	0	0	0	0	0	3	0	0	0	6%|Ascomycota_sp|SH223399.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU1154	0	0	0	0	0	0	2	1	0	0	0	0	7%|Derxomyces_hainanensis|SH197670.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Derxomyces
OTU1155	0	0	0	0	0	0	1	1	0	0	0	1	2%|Pseudocyphellaria_obvoluta|SH222494.06FUk_Fungi;p_Ascomycota;c_Lecanoromycetes;o_Peltigerales;f_Lobariaceae;g_Pseudocyphellaria
OTU1156	0	0	0	0	0	0	0	0	0	0	0	3	8%|Derxomyces_wuzhishanensis|SH197673.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Derxomyces
OTU1157	0	2	1	0	0	0	0	0	0	0	0	0	29%|Sordariales_sp|SH234971.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Sordariales_unidentified;g_Sordariales_unidentified_1
OTU1158	1	0	0	0	0	0	0	0	1	5	0	0	23%|Talaromyces_leycettanus|SH218653.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Talaromyces
OTU1159	1	1	1	0	0	0	0	0	0	0	0	0	44%|Sordariales_sp|SH234971.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Sordariales_unidentified;g_Sordariales_unidentified_1
OTU1160	0	3	3	0	0	0	0	0	0	0	0	0	4%|Orpinomyces_sp_NIANP60|SH192579.06FUk_Fungi;p_Chytridiomycota;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Orpinomyces
OTU1161	0	0	0	5	0	0	0	0	0	0	0	3	54%|Cystofilobasidiaceae_sp|SH213832.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Cystofilobasidiales;f_Cystofilobasidiaceae;g_Cystofilobasidiaceae_unidentified
OTU1162	0	0	0	0	0	0	0	0	0	0	3	0	3%|Acaulospora_nivalis|SH195301.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Diversisporales;f_Acaulosporaceae;g_Acaulospora
OTU1163	0	0	1	0	0	0	2	1	0	0	0	0	12%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU1164	0	0	0	0	1	0	3	1	0	0	2	0	3%|Tremellales_sp|SH229402.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Tremellales_unidentified;g_Tremellales_unidentified_1
OTU1165	0	0	0	0	0	0	3	0	0	0	0	0	17%|Fungi_sp|SH241408.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU1166	0	0	0	0	0	3	0	0	0	0	0	0	24%|Ramicandelaber_sp_HMH_2010a|SH237136.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU1167	0	0	3	0	0	0	0	0	0	0	0	0	62%|Onygenales_sp|SH239736.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Onygenales;f_Onygenales_unidentified;g_Onygenales_unidentified_1
OTU1168	0	0	3	0	0	0	0	0	0	0	0	0	7%|Septoglomus_fuscum|SH228098.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales;f_Glomeraceae;g_Septoglomus
OTU1169	0	0	3	0	0	0	0	0	0	0	0	0	31%|Pyrenochaetopsis_pratorum|SH195316.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Cucurbitariaceae;g_Pyrenochaetopsis
OTU1170	0	0	2	0	0	0	1	0	0	0	0	0	4%|Acaulospora_cavernata|SH195296.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Diversisporales;f_Acaulosporaceae;g_Acaulospora
OTU1171	0	0	4	0	0	0	0	1	0	0	0	0	5%|Helotiales_sp|SH208272.06FUk_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiales_unidentified;g_Helotiales_unidentified_1
OTU1172	0	0	0	0	0	0	3	0	0	0	0	0	3%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU1173	0	0	3	0	0	0	0	0	0	0	0	0	3%|Trichocladium_asperum|SH234966.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Chaetomiaceae;g_Trichocladium
OTU1174	0	0	0	0	0	0	0	1	1	1	0	0	85%|Clitopilus_sp|SH205036.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Entolomataceae;g_Clitopilus
OTU1175	0	0	0	0	0	0	1	2	1	0	0	0	100%|Macrophomina_phaseolina|SH235476.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Botryosphaeriales;f_Botryosphaeriaceae;g_Macrophomina
OTU1176	0	0	0	0	0	0	0	0	0	0	3	0	100%|Pestalotiopsis_foedans|SH222074.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Amphisphaeriaceae;g_Pestalotiopsis
OTU1177	0	0	0	0	0	0	3	0	0	0	0	0	1%|Rhodotorula_lamellibrachiae|SH227552.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Sporidiobolales;f_Incertae_sedis_25;g_Rhodotorula
OTU1178	0	0	0	0	0	0	0	0	3	0	0	0	8%|Pyrigemmula_aurantiaca|SH198306.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pyrigemmula
OTU1179	0	0	1	0	0	0	0	0	0	3	0	0	10%|Naumovozyma_sp_QMW_2012|SH236489.06FUk_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Naumovozyma
OTU1180	0	0	0	0	0	3	0	0	0	0	0	0	6%|Rhodotorula_lamellibrachiae|SH227552.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Sporidiobolales;f_Incertae_sedis_25;g_Rhodotorula
OTU1181	0	0	0	3	0	0	0	0	0	0	0	0	24%|Spizellomyces_sp|SH236842.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Spizellomycetales;f_Spizellomycetaceae;g_Spizellomyces
OTU1182	0	0	0	0	0	0	0	0	4	0	0	0	25%|Parasympodiella_elongata|SH222247.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Parasympodiella
OTU1183	0	0	3	0	0	0	2	1	2	0	0	0	5%|Minimedusa_sp|SH221764.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Cantharellales;f_Incertae_sedis_24;g_Minimedusa
OTU1184	0	1	0	0	0	0	0	1	1	0	0	0	100%|Arthrinium_malaysianum|SH233379.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Incertae_sedis_7;f_Apiosporaceae;g_Arthrinium
OTU1185	1	0	0	0	0	1	0	0	2	0	0	0	100%|Pseudozyma_sp_Vega417|SH241684.06FUk_Fungi;p_Basidiomycota;c_Ustilaginomycetes;o_Ustilaginales;f_Ustilaginaceae;g_Pseudozyma
OTU1186	1	1	2	0	0	0	1	0	0	0	0	0	41%|Fungi_sp|SH230936.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU1187	0	0	0	0	0	0	3	0	0	0	0	0	52%|Onygenales_sp|SH239736.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Onygenales;f_Onygenales_unidentified;g_Onygenales_unidentified_1
OTU1188	0	4	0	0	0	0	0	0	0	0	0	0	4%|Venturiaceae_sp|SH232828.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Venturiales;f_Venturiaceae;g_Venturiaceae_unidentified
OTU1189	0	0	0	0	0	0	0	3	0	0	0	0	8%|Resinicium_rimulosum|SH229998.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Incertae_sedis_29;f_Incertae_sedis_30;g_Resinicium
OTU1190	0	0	0	0	0	0	0	0	0	2	0	2	13%|Ochroconis_calidifluminalis|SH241393.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Ochroconis
OTU1191	0	0	0	0	0	0	0	0	0	0	1	2	9%|Candida_kanchanaburiensis|SH213735.06FUk_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Incertae_sedis_11;g_Candida
OTU1192	0	0	2	0	0	0	1	1	0	0	0	0	21%|Paecilomyces_marquandii|SH235961.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Paecilomyces
OTU1193	0	1	2	0	0	0	0	0	1	0	0	0	5%|Fungi_sp|SH235187.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU1194	0	0	0	0	0	0	0	0	0	0	3	0	4%|Albertiniella_polyporicola|SH235766.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Cephalothecaceae;g_Albertiniella
OTU1195	0	0	0	0	3	0	0	0	0	0	0	0	90%|Fungi_sp|SH236465.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU1196	0	0	0	0	0	0	0	0	0	3	0	0	3%|Venturiaceae_sp|SH232828.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Venturiales;f_Venturiaceae;g_Venturiaceae_unidentified
OTU1197	0	3	0	0	0	0	0	0	0	0	0	0	6%|Lactarius_sp_JN_2013a|SH236425.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Russulales;f_Russulaceae;g_Lactarius
OTU1198	0	0	0	0	0	0	0	0	0	3	0	0	100%|Bulleromyces_albus|SH234350.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Bulleromyces
OTU1199	0	1	1	0	0	0	0	0	0	0	0	0	5%|Stenella_musae|SH212707.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_Mycosphaerellaceae;g_Stenella
OTU1200	0	0	2	0	0	0	0	0	0	0	0	0	17%|Puccinia_asparagi|SH220569.06FUk_Fungi;p_Basidiomycota;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia
OTU1201	0	0	0	0	0	0	0	0	0	0	0	2	4%|Kazachstania_telluris|SH237071.06FUk_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Kazachstania
OTU1202	0	1	1	0	0	0	0	0	0	0	0	0	5%|Ramicandelaber_sp_HMH_2010b|SH237553.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU1203	0	0	2	0	0	0	0	0	1	0	0	0	6%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU1204	0	0	4	0	0	0	0	0	0	0	0	0	3%|Pulchromyces_fimicola|SH227367.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pulchromyces
OTU1205	0	0	2	0	0	0	0	0	0	0	0	0	37%|Chaetothyriales_sp|SH209739.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Chaetothyriales_unidentified;g_Chaetothyriales_unidentified_1
OTU1206	0	0	1	0	0	0	0	0	0	0	0	1	6%|Sebacinales_sp|SH203752.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinales_unidentified;g_Sebacinales_unidentified_1
OTU1207	0	0	2	0	0	0	0	0	0	0	0	0	77%|Penicillium_sp|SH213240.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Penicillium
OTU1208	0	0	0	0	0	0	0	0	2	0	0	0	2%|Glomeraceae_sp|SH201559.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales;f_Glomeraceae;g_Glomeraceae_unidentified
OTU1209	0	0	0	0	0	0	0	2	0	0	0	0	4%|Acaulosporaceae_sp|SH195299.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Diversisporales;f_Acaulosporaceae;g_Acaulosporaceae_unidentified
OTU1210	0	0	0	0	0	2	0	0	0	0	0	0	3%|Russula_sp_TU112028|SH200449.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Russulales;f_Russulaceae;g_Russula
OTU1211	0	0	0	0	0	0	0	0	3	0	0	0	4%|Minimedusa_sp|SH221764.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Cantharellales;f_Incertae_sedis_24;g_Minimedusa
